disease_presentation_id,disease_id,presentation_id,source_review_status,medical_review_status,relationship_role,typicality,frequency_category,acuity,age_context,pregnancy_context,clinical_setting,key_positive_clues,key_negative_clues,cannot_miss,step_levels,subject_exams,source_status
DPR-NEUR-BF769AEA8DE9,DIS-NEUR-163,PRS-008,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,urgent evaluation when an immunocompromised patient has focal neurologic symptoms or possible intracranial mass effect,Subacute focal neurologic deficit in an appropriately immunocompromised host supports cerebral toxoplasmosis. Headache seizure altered mental status or fever can accompany it but are not required.,No single symptom confirms cerebral toxoplasmosis; absent associated symptoms do not exclude it.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DPR-NEUR-92CE746DBF88,DIS-NEUR-037,PRS-NEUR-063,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A witnessed stereotyped event, lateral tongue injury, and postictal confusion support seizure; persistent focal deficit requires stroke evaluation.","For First seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-F857C45B8C19,DIS-NEUR-037,PRS-NEUR-RECURRENTSEIZURE,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,A focal aura or unilateral onset followed by bilateral convulsions distinguishes focal-to-bilateral spread from primary generalized onset.,"For Recurrent seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-675F3F51CCC8,DIS-NEUR-037,PRS-NEUR-070,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ongoing motor activity, repeated events without recovery, hypoxemia, or impaired airway protection require immediate treatment.","For Status epilepticus, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-52782091A182,DIS-NEUR-037,PRS-006,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,A focal aura or unilateral onset followed by bilateral convulsions distinguishes focal-to-bilateral spread from primary generalized onset.,"For Altered mental status, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-F2D2FA9C7C72,DIS-NEUR-038,PRS-NEUR-063,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A witnessed stereotyped event, lateral tongue injury, and postictal confusion support seizure; persistent focal deficit requires stroke evaluation.","For First seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A8FAA215D2F2,DIS-NEUR-038,PRS-NEUR-RECURRENTSEIZURE,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt loss of consciousness with tonic stiffening, rhythmic clonic movements, lateral tongue biting, and postictal confusion supports an epileptic convulsion.","For Recurrent seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-35961ACB5204,DIS-NEUR-038,PRS-NEUR-070,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ongoing motor activity, repeated events without recovery, hypoxemia, or impaired airway protection require immediate treatment.","For Status epilepticus, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-6784AA3D46F6,DIS-NEUR-038,PRS-006,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt loss of consciousness with tonic stiffening, rhythmic clonic movements, lateral tongue biting, and postictal confusion supports an epileptic convulsion.","For Altered mental status, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A17F0860E53C,DIS-NEUR-039,PRS-NEUR-063,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A witnessed stereotyped event, lateral tongue injury, and postictal confusion support seizure; persistent focal deficit requires stroke evaluation.","For First seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-FA29F74CE6AA,DIS-NEUR-039,PRS-NEUR-RECURRENTSEIZURE,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Brief frequent staring episodes with immediate recovery and generalized three-hertz spike-and-wave activity are typical absence seizures.,"For Recurrent seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-7CBD24E7E8CD,DIS-NEUR-039,PRS-NEUR-070,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ongoing motor activity, repeated events without recovery, hypoxemia, or impaired airway protection require immediate treatment.","For Status epilepticus, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-AA188D39AEE2,DIS-NEUR-039,PRS-006,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Brief frequent staring episodes with immediate recovery and generalized three-hertz spike-and-wave activity are typical absence seizures.,"For Altered mental status, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-6D72F5C5ADA9,DIS-NEUR-040,PRS-NEUR-063,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A witnessed stereotyped event, lateral tongue injury, and postictal confusion support seizure; persistent focal deficit requires stroke evaluation.","For First seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-4A1DA54CF3A3,DIS-NEUR-040,PRS-NEUR-RECURRENTSEIZURE,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Sudden brief shock-like jerks without prolonged postictal confusion describe myoclonic seizures.,"For Recurrent seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-246A7972D074,DIS-NEUR-040,PRS-NEUR-070,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ongoing motor activity, repeated events without recovery, hypoxemia, or impaired airway protection require immediate treatment.","For Status epilepticus, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-D2A39BEE286A,DIS-NEUR-040,PRS-006,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Sudden brief shock-like jerks without prolonged postictal confusion describe myoclonic seizures.,"For Altered mental status, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-0A4E00568234,DIS-NEUR-041,PRS-NEUR-063,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A witnessed stereotyped event, lateral tongue injury, and postictal confusion support seizure; persistent focal deficit requires stroke evaluation.","For First seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-C727B66AF5BE,DIS-NEUR-041,PRS-NEUR-RECURRENTSEIZURE,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Sudden loss of postural tone causing falls or head drops is characteristic of atonic seizures.,"For Recurrent seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-D26E00B4769D,DIS-NEUR-041,PRS-NEUR-070,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ongoing motor activity, repeated events without recovery, hypoxemia, or impaired airway protection require immediate treatment.","For Status epilepticus, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
