disease_treatment_id,disease_id,treatment_id,role,clinical_context,sequence_order,first_line,definitive,rescue_or_escalation,unstable_patient_only,contraindication_notes,board_exam_pearl,source_review_status,medical_review_status,notes,patient_stability,rescue,refractory,contraindicated,avoid,age_context,pregnancy_context,renal_context,hepatic_context,prerequisite_actions,monitoring,step_levels,subject_exams,source_status
DTR-NEUR-290D23F11101,DIS-NEUR-163,TRT-NEUR-703266E6D90D,disease_directed,Pathogen-directed anti-Toxoplasma therapy is indicated for suspected or confirmed cerebral toxoplasmosis in the appropriate clinical setting and should not await biopsy or organism confirmation when clinical suspicion is sufficient.,1,true,false,false,false,Regimen selection requires review of allergy cytopenia risk organ function pregnancy and medication availability.,Clinical response supports reassessment but does not by itself prove the diagnosis.,source_checked,needs_medical_review,Assess clinical and radiologic response; lack of expected improvement should prompt reconsideration of competing diagnoses and possible further evaluation.,Stabilize seizures declining consciousness and mass-effect concern while initiating disease-directed management.,false,false,false,false,condition-specific,specialist regimen selection is required,adjust regimen for renal function,review hepatic function and drug interactions,Obtain urgent neuroimaging and assess safety before invasive diagnostic procedures when mass effect is possible.,Monitor symptoms neurologic examination blood counts organ function and radiologic response; maintenance and immune-status management are individualized.,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DTR-NEUR-8B215DE1A898,DIS-NEUR-040,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"Sudden brief shock-like jerks without prolonged postictal confusion describe myoclonic seizures. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-D02D64670FCC,DIS-NEUR-041,TRT-NEUR-5E24934D8C64,stabilization,"Sudden loss of postural tone causing falls or head drops is characteristic of atonic seizures. Seizure safety and airway protection is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Seizure safety and airway protection follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-F4BACEEF3E44,DIS-NEUR-041,TRT-NEUR-A414603E2572,disease_directed_or_symptomatic,"Sudden loss of postural tone causing falls or head drops is characteristic of atonic seizures. Benzodiazepine seizure termination is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Benzodiazepine seizure termination follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-3270B2FABA8F,DIS-NEUR-041,TRT-NEUR-BE07DBFB4E87,disease_directed_or_symptomatic,"Sudden loss of postural tone causing falls or head drops is characteristic of atonic seizures. Second-line antiseizure medication is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Second-line antiseizure medication follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-3B3E54DBB823,DIS-NEUR-041,TRT-NEUR-8AE89246DBDF,rescue_or_escalation,"Sudden loss of postural tone causing falls or head drops is characteristic of atonic seizures. Continuous EEG for refractory or nonconvulsive status is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Continuous EEG for refractory or nonconvulsive status follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,true,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-2C6C2AFC8287,DIS-NEUR-041,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"Sudden loss of postural tone causing falls or head drops is characteristic of atonic seizures. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-42B4C1EA3930,DIS-NEUR-042,TRT-NEUR-5E24934D8C64,stabilization,"Clusters of brief flexor or extensor spasms in infancy with hypsarrhythmia require urgent syndrome-specific treatment. Seizure safety and airway protection is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Seizure safety and airway protection follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-BB16B7980034,DIS-NEUR-042,TRT-NEUR-A414603E2572,disease_directed_or_symptomatic,"Clusters of brief flexor or extensor spasms in infancy with hypsarrhythmia require urgent syndrome-specific treatment. Benzodiazepine seizure termination is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Benzodiazepine seizure termination follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-06E5CD6645A0,DIS-NEUR-042,TRT-NEUR-BE07DBFB4E87,disease_directed_or_symptomatic,"Clusters of brief flexor or extensor spasms in infancy with hypsarrhythmia require urgent syndrome-specific treatment. Second-line antiseizure medication is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Second-line antiseizure medication follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-8152B124ED7D,DIS-NEUR-042,TRT-NEUR-8AE89246DBDF,rescue_or_escalation,"Clusters of brief flexor or extensor spasms in infancy with hypsarrhythmia require urgent syndrome-specific treatment. Continuous EEG for refractory or nonconvulsive status is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Continuous EEG for refractory or nonconvulsive status follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,true,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-4BBA4752178C,DIS-NEUR-042,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"Clusters of brief flexor or extensor spasms in infancy with hypsarrhythmia require urgent syndrome-specific treatment. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
